Time,Tariff Rate (₹/kWh),TOU Rate Category
2024-07-01 07:55:00,5.0,Moderate
2024-07-01 07:56:00,5.0,Moderate
2024-07-01 07:57:00,5.0,Moderate
2024-07-01 07:59:00,5.0,Moderate
2024-07-01 08:00:00,5.0,Moderate
2024-07-01 08:03:00,5.0,Moderate
2024-07-01 08:05:00,5.0,Moderate
2024-07-01 08:07:00,5.0,Moderate
2024-07-01 08:11:00,5.0,Moderate
2024-07-01 08:12:00,5.0,Moderate
2024-07-01 08:13:00,5.0,Moderate
2024-07-01 08:16:00,5.0,Moderate
2024-07-01 08:17:00,5.0,Moderate
2024-07-01 08:18:00,5.0,Moderate
2024-07-01 08:20:00,5.0,Moderate
2024-07-01 08:22:00,5.0,Moderate
2024-07-01 08:23:00,5.0,Moderate
2024-07-01 08:24:00,5.0,Moderate
2024-07-01 08:26:00,5.0,Moderate
2024-07-01 08:28:00,5.0,Moderate
2024-07-01 08:29:00,5.0,Moderate
2024-07-01 08:30:00,5.0,Moderate
2024-07-01 08:34:00,5.0,Moderate
2024-07-01 08:35:00,5.0,Moderate
2024-07-01 08:37:00,5.0,Moderate
2024-07-01 08:39:00,5.0,Moderate
2024-07-01 08:40:00,5.0,Moderate
2024-07-01 08:42:00,5.0,Moderate
2024-07-01 08:43:00,5.0,Moderate
2024-07-01 08:44:00,5.0,Moderate
2024-07-01 08:46:00,5.0,Moderate
2024-07-01 08:47:00,5.0,Moderate
2024-07-01 08:51:00,5.0,Moderate
2024-07-01 08:52:00,5.0,Moderate
2024-07-01 08:53:00,5.0,Moderate
2024-07-01 08:56:00,5.0,Moderate
2024-07-01 08:58:00,5.0,Moderate
2024-07-01 09:00:00,5.0,Moderate
2024-07-01 09:02:00,5.0,Moderate
2024-07-01 09:03:00,5.0,Moderate
2024-07-01 09:05:00,5.0,Moderate
2024-07-01 09:06:00,5.0,Moderate
2024-07-01 09:07:00,5.0,Moderate
2024-07-01 09:10:00,5.0,Moderate
2024-07-01 09:11:00,5.0,Moderate
2024-07-01 09:12:00,5.0,Moderate
2024-07-01 09:16:00,5.0,Moderate
2024-07-01 09:17:00,5.0,Moderate
2024-07-01 09:18:00,5.0,Moderate
2024-07-01 09:18:00,5.0,Moderate
2024-07-01 09:25:00,5.0,Moderate
2024-07-01 09:30:00,5.0,Moderate
2024-07-01 09:35:00,5.0,Moderate
2024-07-01 09:40:00,5.0,Moderate
2024-07-01 09:45:00,5.0,Moderate
2024-07-01 09:51:00,5.0,Moderate
2024-07-01 09:56:00,5.0,Moderate
2024-07-01 10:01:00,5.0,Moderate
2024-07-01 10:06:00,5.0,Moderate
2024-07-01 10:11:00,5.0,Moderate
2024-07-01 10:17:00,5.0,Moderate
2024-07-01 10:23:00,5.0,Moderate
2024-07-01 10:28:00,5.0,Moderate
2024-07-01 10:33:00,5.0,Moderate
2024-07-01 10:38:00,5.0,Moderate
2024-07-01 10:43:00,5.0,Moderate
2024-07-01 10:49:00,5.0,Moderate
2024-07-01 10:54:00,5.0,Moderate
2024-07-01 10:59:00,5.0,Moderate
2024-07-01 11:04:00,5.0,Moderate
2024-07-01 11:09:00,5.0,Moderate
2024-07-01 11:14:00,5.0,Moderate
2024-07-01 11:19:00,5.0,Moderate
2024-07-01 11:26:00,5.0,Moderate
2024-07-01 11:31:00,5.0,Moderate
2024-07-01 11:36:00,5.0,Moderate
2024-07-01 11:41:00,5.0,Moderate
2024-07-01 11:46:00,5.0,Moderate
2024-07-01 11:52:00,5.0,Moderate
2024-07-01 11:57:00,5.0,Moderate
2024-07-01 12:02:00,5.0,Moderate
2024-07-01 12:07:00,5.0,Moderate
2024-07-01 12:12:00,5.0,Moderate
2024-07-01 12:16:00,5.0,Moderate
2024-07-01 12:18:00,5.0,Moderate
2024-07-01 12:18:00,5.0,Moderate
2024-07-01 12:24:00,5.0,Moderate
2024-07-01 12:29:00,5.0,Moderate
2024-07-01 12:34:00,5.0,Moderate
2024-07-01 12:39:00,5.0,Moderate
2024-07-01 12:44:00,5.0,Moderate
2024-07-01 12:50:00,5.0,Moderate
2024-07-01 12:55:00,5.0,Moderate
2024-07-01 13:00:00,5.0,Moderate
2024-07-01 13:05:00,5.0,Moderate
2024-07-01 13:10:00,5.0,Moderate
2024-07-01 13:16:00,5.0,Moderate
2024-07-01 13:22:00,5.0,Moderate
2024-07-01 13:27:00,5.0,Moderate
2024-07-01 13:32:00,5.0,Moderate
2024-07-01 13:37:00,5.0,Moderate
2024-07-01 13:42:00,5.0,Moderate
2024-07-01 13:47:00,5.0,Moderate
2024-07-01 13:52:00,5.0,Moderate
2024-07-01 13:57:00,5.0,Moderate
2024-07-01 14:02:00,5.0,Moderate
2024-07-01 14:08:00,5.0,Moderate
2024-07-01 14:13:00,5.0,Moderate
2024-07-01 14:18:00,5.0,Moderate
2024-07-01 14:24:00,5.0,Moderate
2024-07-01 14:29:00,5.0,Moderate
2024-07-01 14:34:00,5.0,Moderate
2024-07-01 14:40:00,5.0,Moderate
2024-07-01 14:45:00,5.0,Moderate
2024-07-01 14:48:00,5.0,Moderate
2024-07-01 14:49:00,5.0,Moderate
2024-07-01 14:50:00,5.0,Moderate
2024-07-01 14:55:00,5.0,Moderate
2024-07-01 15:00:00,5.0,Moderate
2024-07-01 15:05:00,5.0,Moderate
2024-07-01 15:08:00,5.0,Moderate
2024-07-01 15:10:00,5.0,Moderate
2024-07-01 15:12:00,5.0,Moderate
2024-07-01 15:15:00,5.0,Moderate
2024-07-01 15:22:00,5.0,Moderate
2024-07-01 15:27:00,5.0,Moderate
2024-07-01 15:32:00,5.0,Moderate
2024-07-01 15:37:00,5.0,Moderate
2024-07-01 15:42:00,5.0,Moderate
2024-07-01 15:47:00,5.0,Moderate
2024-07-01 15:53:00,5.0,Moderate
2024-07-01 15:58:00,5.0,Moderate
2024-07-01 16:03:00,5.0,Moderate
2024-07-01 16:08:00,5.0,Moderate
2024-07-01 16:13:00,5.0,Moderate
2024-07-01 16:18:00,5.0,Moderate
2024-07-01 16:24:00,5.0,Moderate
2024-07-01 16:29:00,5.0,Moderate
2024-07-01 16:35:00,5.0,Moderate
2024-07-01 16:40:00,5.0,Moderate
2024-07-01 16:45:00,5.0,Moderate
2024-07-01 16:50:00,5.0,Moderate
2024-07-01 16:55:00,5.0,Moderate
2024-07-01 17:00:00,5.0,Moderate
2024-07-01 17:05:00,5.0,Moderate
2024-07-01 17:12:00,5.0,Moderate
2024-07-01 17:17:00,5.0,Moderate
2024-07-01 17:19:00,5.0,Moderate
2024-07-01 17:23:00,5.0,Moderate
2024-07-01 17:26:00,5.0,Moderate
2024-07-01 17:29:00,5.0,Moderate
2024-07-01 17:31:00,5.0,Moderate
2024-07-01 17:33:00,5.0,Moderate
2024-07-01 17:36:00,5.0,Moderate
2024-07-01 17:37:00,5.0,Moderate
2024-07-01 17:40:00,5.0,Moderate
2024-07-01 17:40:00,5.0,Moderate
2024-07-01 17:42:00,5.0,Moderate
2024-07-01 17:42:00,5.0,Moderate
2024-07-01 17:44:00,5.0,Moderate
2024-07-01 17:45:00,5.0,Moderate
2024-07-01 17:48:00,5.0,Moderate
2024-07-01 17:51:00,5.0,Moderate
2024-07-01 17:54:00,5.0,Moderate
2024-07-01 17:57:00,5.0,Moderate
2024-07-01 17:59:00,5.0,Moderate
2024-07-01 18:03:00,5.0,Moderate
2024-07-01 18:06:00,5.0,Moderate
2024-07-01 18:08:00,5.0,Moderate
2024-07-01 18:11:00,5.0,Moderate
2024-07-01 18:13:00,5.0,Moderate
2024-07-01 18:14:00,5.0,Moderate
2024-07-01 18:15:00,5.0,Moderate
2024-07-01 18:17:00,5.0,Moderate
2024-07-01 18:19:00,5.0,Moderate
2024-07-01 18:21:00,5.0,Moderate
2024-07-01 18:22:00,5.0,Moderate
2024-07-01 18:24:00,5.0,Moderate
2024-07-01 18:26:00,5.0,Moderate
2024-07-01 18:28:00,5.0,Moderate
2024-07-01 18:31:00,5.0,Moderate
2024-07-01 18:32:00,5.0,Moderate
2024-07-01 18:34:00,5.0,Moderate
2024-07-01 18:36:00,5.0,Moderate
2024-07-01 18:39:00,5.0,Moderate
2024-07-01 18:41:00,5.0,Moderate
2024-07-01 18:43:00,5.0,Moderate
2024-07-01 18:44:00,5.0,Moderate
2024-07-01 18:49:00,5.0,Moderate
2024-07-01 18:54:00,5.0,Moderate
2024-07-01 19:00:00,8.0,High
2024-07-01 19:05:00,8.0,High
2024-07-01 19:10:00,8.0,High
2024-07-01 19:16:00,8.0,High
2024-07-01 19:22:00,8.0,High
2024-07-01 19:27:00,8.0,High
2024-07-01 19:33:00,8.0,High
2024-07-01 19:38:00,8.0,High
2024-07-01 19:43:00,8.0,High
2024-07-01 19:49:00,8.0,High
2024-07-01 19:54:00,8.0,High
2024-07-01 19:59:00,8.0,High
2024-07-01 20:04:00,8.0,High
2024-07-01 20:09:00,8.0,High
2024-07-01 20:15:00,8.0,High
2024-07-01 20:21:00,8.0,High
2024-07-01 20:26:00,8.0,High
2024-07-01 20:31:00,8.0,High
2024-07-01 20:36:00,8.0,High
2024-07-01 20:42:00,8.0,High
2024-07-01 20:47:00,8.0,High
2024-07-01 20:52:00,8.0,High
2024-07-01 20:58:00,8.0,High
2024-07-01 21:03:00,8.0,High
2024-07-01 21:08:00,8.0,High
2024-07-01 21:13:00,8.0,High
2024-07-01 21:18:00,8.0,High
2024-07-01 21:25:00,8.0,High
2024-07-01 21:30:00,8.0,High
2024-07-01 21:35:00,8.0,High
2024-07-01 21:40:00,8.0,High
2024-07-01 21:46:00,8.0,High
2024-07-01 21:51:00,8.0,High
2024-07-01 21:56:00,8.0,High
2024-07-01 22:01:00,8.0,High
2024-07-01 22:06:00,8.0,High
2024-07-01 22:11:00,8.0,High
2024-07-01 22:17:00,8.0,High
2024-07-01 22:23:00,8.0,High
2024-07-01 22:28:00,8.0,High
2024-07-01 22:34:00,8.0,High
2024-07-01 22:39:00,8.0,High
2024-07-01 22:44:00,8.0,High
2024-07-01 22:49:00,8.0,High
2024-07-01 22:54:00,8.0,High
2024-07-01 22:59:00,8.0,High
2024-07-01 23:05:00,8.0,High
2024-07-01 23:10:00,8.0,High
2024-07-01 23:15:00,8.0,High
2024-07-01 23:21:00,8.0,High
2024-07-01 23:26:00,8.0,High
2024-07-01 23:32:00,8.0,High
2024-07-01 23:37:00,8.0,High
2024-07-01 23:42:00,8.0,High
2024-07-01 23:47:00,8.0,High
2024-07-01 23:53:00,8.0,High
2024-07-01 23:58:00,8.0,High
2024-07-02 00:03:00,3.0,Low
2024-07-02 00:08:00,3.0,Low
2024-07-02 00:13:00,3.0,Low
2024-07-02 00:19:00,3.0,Low
2024-07-02 00:25:00,3.0,Low
2024-07-02 00:30:00,3.0,Low
2024-07-02 00:35:00,3.0,Low
2024-07-02 00:41:00,3.0,Low
2024-07-02 00:46:00,3.0,Low
2024-07-02 00:51:00,3.0,Low
2024-07-02 00:56:00,3.0,Low
2024-07-02 01:01:00,3.0,Low
2024-07-02 01:07:00,3.0,Low
2024-07-02 01:12:00,3.0,Low
2024-07-02 01:17:00,3.0,Low
2024-07-02 01:23:00,3.0,Low
2024-07-02 01:29:00,3.0,Low
2024-07-02 01:34:00,3.0,Low
2024-07-02 01:39:00,3.0,Low
2024-07-02 01:44:00,3.0,Low
2024-07-02 01:50:00,3.0,Low
2024-07-02 01:55:00,3.0,Low
2024-07-02 02:00:00,3.0,Low
2024-07-02 02:06:00,3.0,Low
2024-07-02 02:11:00,3.0,Low
2024-07-02 02:16:00,3.0,Low
2024-07-02 02:22:00,3.0,Low
2024-07-02 02:27:00,3.0,Low
2024-07-02 02:32:00,3.0,Low
2024-07-02 02:38:00,3.0,Low
2024-07-02 02:43:00,3.0,Low
2024-07-02 02:48:00,3.0,Low
2024-07-02 02:53:00,3.0,Low
2024-07-02 02:58:00,3.0,Low
2024-07-02 03:03:00,3.0,Low
2024-07-02 03:08:00,3.0,Low
2024-07-02 03:14:00,3.0,Low
2024-07-02 03:19:00,3.0,Low
2024-07-02 03:26:00,3.0,Low
2024-07-02 03:31:00,3.0,Low
2024-07-02 03:36:00,3.0,Low
2024-07-02 03:41:00,3.0,Low
2024-07-02 03:46:00,3.0,Low
2024-07-02 03:52:00,3.0,Low
2024-07-02 03:57:00,3.0,Low
2024-07-02 04:02:00,3.0,Low
2024-07-02 04:07:00,3.0,Low
2024-07-02 04:12:00,3.0,Low
2024-07-02 04:18:00,3.0,Low
2024-07-02 04:24:00,3.0,Low
2024-07-02 04:29:00,3.0,Low
2024-07-02 04:34:00,3.0,Low
2024-07-02 04:39:00,3.0,Low
2024-07-02 04:44:00,3.0,Low
2024-07-02 04:50:00,3.0,Low
2024-07-02 04:55:00,3.0,Low
2024-07-02 05:00:00,3.0,Low
2024-07-02 05:06:00,3.0,Low
2024-07-02 05:11:00,3.0,Low
2024-07-02 05:17:00,3.0,Low
2024-07-02 05:22:00,3.0,Low
2024-07-02 05:28:00,3.0,Low
2024-07-02 05:33:00,3.0,Low
2024-07-02 05:38:00,3.0,Low
2024-07-02 05:43:00,3.0,Low
2024-07-02 05:49:00,3.0,Low
2024-07-02 05:54:00,3.0,Low
2024-07-02 05:59:00,3.0,Low
2024-07-02 06:04:00,3.0,Low
2024-07-02 06:09:00,3.0,Low
2024-07-02 06:15:00,3.0,Low
2024-07-02 06:20:00,3.0,Low
2024-07-02 06:26:00,3.0,Low
2024-07-02 06:31:00,3.0,Low
2024-07-02 06:37:00,3.0,Low
2024-07-02 06:41:00,3.0,Low
2024-07-02 06:47:00,3.0,Low
2024-07-02 06:52:00,3.0,Low
2024-07-02 06:57:00,3.0,Low
2024-07-02 07:02:00,5.0,Moderate
2024-07-02 07:08:00,5.0,Moderate
2024-07-02 07:13:00,5.0,Moderate
2024-07-02 07:18:00,5.0,Moderate
2024-07-02 07:24:00,5.0,Moderate
2024-07-02 07:30:00,5.0,Moderate
2024-07-02 07:35:00,5.0,Moderate
2024-07-02 07:40:00,5.0,Moderate
2024-07-02 07:45:00,5.0,Moderate
2024-07-02 07:51:00,5.0,Moderate
2024-07-02 07:56:00,5.0,Moderate
2024-07-02 08:01:00,5.0,Moderate
2024-07-02 08:06:00,5.0,Moderate
2024-07-02 08:12:00,5.0,Moderate
2024-07-02 08:17:00,5.0,Moderate
2024-07-02 08:23:00,5.0,Moderate
2024-07-02 08:28:00,5.0,Moderate
2024-07-02 08:33:00,5.0,Moderate
2024-07-02 08:39:00,5.0,Moderate
2024-07-02 08:44:00,5.0,Moderate
2024-07-02 08:45:00,5.0,Moderate
2024-07-02 08:48:00,5.0,Moderate
2024-07-02 08:50:00,5.0,Moderate
2024-07-02 08:52:00,5.0,Moderate
2024-07-02 08:54:00,5.0,Moderate
2024-07-02 08:56:00,5.0,Moderate
2024-07-02 08:58:00,5.0,Moderate
2024-07-02 09:00:00,5.0,Moderate
2024-07-02 09:01:00,5.0,Moderate
2024-07-02 09:03:00,5.0,Moderate
2024-07-02 09:04:00,5.0,Moderate
2024-07-02 09:05:00,5.0,Moderate
2024-07-02 09:08:00,5.0,Moderate
2024-07-02 09:09:00,5.0,Moderate
2024-07-02 09:10:00,5.0,Moderate
2024-07-02 09:14:00,5.0,Moderate
2024-07-02 09:15:00,5.0,Moderate
2024-07-02 09:17:00,5.0,Moderate
2024-07-02 09:18:00,5.0,Moderate
2024-07-02 09:20:00,5.0,Moderate
2024-07-02 09:22:00,5.0,Moderate
2024-07-02 09:24:00,5.0,Moderate
2024-07-02 09:25:00,5.0,Moderate
2024-07-02 09:26:00,5.0,Moderate
2024-07-02 09:28:00,5.0,Moderate
2024-07-02 09:29:00,5.0,Moderate
2024-07-02 09:31:00,5.0,Moderate
2024-07-02 09:32:00,5.0,Moderate
2024-07-02 09:34:00,5.0,Moderate
2024-07-02 09:35:00,5.0,Moderate
2024-07-02 09:37:00,5.0,Moderate
2024-07-02 09:38:00,5.0,Moderate
2024-07-02 09:41:00,5.0,Moderate
2024-07-02 09:42:00,5.0,Moderate
2024-07-02 09:43:00,5.0,Moderate
2024-07-02 09:47:00,5.0,Moderate
2024-07-02 09:48:00,5.0,Moderate
2024-07-02 09:50:00,5.0,Moderate
2024-07-02 09:52:00,5.0,Moderate
2024-07-02 09:54:00,5.0,Moderate
2024-07-02 09:55:00,5.0,Moderate
2024-07-02 09:57:00,5.0,Moderate
2024-07-02 09:58:00,5.0,Moderate
2024-07-02 09:59:00,5.0,Moderate
2024-07-02 10:01:00,5.0,Moderate
2024-07-02 10:02:00,5.0,Moderate
2024-07-02 10:03:00,5.0,Moderate
2024-07-02 10:06:00,5.0,Moderate
2024-07-02 10:07:00,5.0,Moderate
2024-07-02 10:08:00,5.0,Moderate
2024-07-02 10:12:00,5.0,Moderate
2024-07-02 10:14:00,5.0,Moderate
2024-07-02 10:15:00,5.0,Moderate
2024-07-02 10:17:00,5.0,Moderate
2024-07-02 10:19:00,5.0,Moderate
2024-07-02 10:22:00,5.0,Moderate
2024-07-02 10:23:00,5.0,Moderate
2024-07-02 10:25:00,5.0,Moderate
2024-07-02 10:27:00,5.0,Moderate
2024-07-02 10:28:00,5.0,Moderate
2024-07-02 10:31:00,5.0,Moderate
2024-07-02 10:32:00,5.0,Moderate
2024-07-02 10:33:00,5.0,Moderate
2024-07-02 10:37:00,5.0,Moderate
2024-07-02 10:38:00,5.0,Moderate
2024-07-02 10:40:00,5.0,Moderate
2024-07-02 10:42:00,5.0,Moderate
2024-07-02 10:44:00,5.0,Moderate
2024-07-02 10:45:00,5.0,Moderate
2024-07-02 10:47:00,5.0,Moderate
2024-07-02 10:48:00,5.0,Moderate
2024-07-02 10:51:00,5.0,Moderate
2024-07-02 10:52:00,5.0,Moderate
2024-07-02 10:54:00,5.0,Moderate
2024-07-02 10:55:00,5.0,Moderate
2024-07-02 10:56:00,5.0,Moderate
2024-07-02 10:58:00,5.0,Moderate
2024-07-02 10:59:00,5.0,Moderate
2024-07-02 11:02:00,5.0,Moderate
2024-07-02 11:04:00,5.0,Moderate
2024-07-02 11:05:00,5.0,Moderate
2024-07-02 11:06:00,5.0,Moderate
2024-07-02 11:08:00,5.0,Moderate
2024-07-02 11:09:00,5.0,Moderate
2024-07-02 11:11:00,5.0,Moderate
2024-07-02 11:12:00,5.0,Moderate
2024-07-02 11:13:00,5.0,Moderate
2024-07-02 11:17:00,5.0,Moderate
2024-07-02 11:18:00,5.0,Moderate
2024-07-02 11:20:00,5.0,Moderate
2024-07-02 11:23:00,5.0,Moderate
2024-07-02 11:24:00,5.0,Moderate
2024-07-02 11:25:00,5.0,Moderate
2024-07-02 11:29:00,5.0,Moderate
2024-07-02 11:30:00,5.0,Moderate
2024-07-02 11:31:00,5.0,Moderate
2024-07-02 11:33:00,5.0,Moderate
2024-07-02 11:35:00,5.0,Moderate
2024-07-02 11:38:00,5.0,Moderate
2024-07-02 11:39:00,5.0,Moderate
2024-07-02 11:41:00,5.0,Moderate
2024-07-02 11:42:00,5.0,Moderate
2024-07-02 11:44:00,5.0,Moderate
2024-07-02 11:46:00,5.0,Moderate
2024-07-02 11:48:00,5.0,Moderate
2024-07-02 11:49:00,5.0,Moderate
2024-07-02 11:51:00,5.0,Moderate
2024-07-02 11:53:00,5.0,Moderate
2024-07-02 11:54:00,5.0,Moderate
2024-07-02 11:56:00,5.0,Moderate
2024-07-02 11:57:00,5.0,Moderate
2024-07-02 12:00:00,5.0,Moderate
2024-07-02 12:02:00,5.0,Moderate
2024-07-02 12:03:00,5.0,Moderate
2024-07-02 12:05:00,5.0,Moderate
2024-07-02 12:06:00,5.0,Moderate
2024-07-02 12:08:00,5.0,Moderate
2024-07-02 12:09:00,5.0,Moderate
2024-07-02 12:13:00,5.0,Moderate
2024-07-02 12:15:00,5.0,Moderate
2024-07-02 12:16:00,5.0,Moderate
2024-07-02 12:18:00,5.0,Moderate
2024-07-02 12:19:00,5.0,Moderate
2024-07-02 12:21:00,5.0,Moderate
2024-07-02 12:22:00,5.0,Moderate
2024-07-02 12:23:00,5.0,Moderate
2024-07-02 12:27:00,5.0,Moderate
2024-07-02 12:29:00,5.0,Moderate
2024-07-02 12:30:00,5.0,Moderate
2024-07-02 12:32:00,5.0,Moderate
2024-07-02 12:33:00,5.0,Moderate
2024-07-02 12:36:00,5.0,Moderate
2024-07-02 12:38:00,5.0,Moderate
2024-07-02 12:39:00,5.0,Moderate
2024-07-02 12:42:00,5.0,Moderate
2024-07-02 12:44:00,5.0,Moderate
2024-07-02 12:45:00,5.0,Moderate
2024-07-02 12:47:00,5.0,Moderate
2024-07-02 12:48:00,5.0,Moderate
2024-07-02 12:50:00,5.0,Moderate
2024-07-02 12:53:00,5.0,Moderate
2024-07-02 12:55:00,5.0,Moderate
2024-07-02 12:56:00,5.0,Moderate
2024-07-02 12:58:00,5.0,Moderate
2024-07-02 12:59:00,5.0,Moderate
2024-07-02 13:00:00,5.0,Moderate
2024-07-02 13:01:00,5.0,Moderate
2024-07-02 13:05:00,5.0,Moderate
2024-07-02 13:06:00,5.0,Moderate
2024-07-02 13:08:00,5.0,Moderate
2024-07-02 13:09:00,5.0,Moderate
2024-07-02 13:10:00,5.0,Moderate
2024-07-02 13:12:00,5.0,Moderate
2024-07-02 13:13:00,5.0,Moderate
2024-07-02 13:14:00,5.0,Moderate
2024-07-02 13:15:00,5.0,Moderate
2024-07-02 13:20:00,5.0,Moderate
2024-07-02 13:21:00,5.0,Moderate
2024-07-02 13:22:00,5.0,Moderate
2024-07-02 13:26:00,5.0,Moderate
2024-07-02 13:27:00,5.0,Moderate
2024-07-02 13:29:00,5.0,Moderate
2024-07-02 13:30:00,5.0,Moderate
2024-07-02 13:32:00,5.0,Moderate
2024-07-02 13:33:00,5.0,Moderate
2024-07-02 13:34:00,5.0,Moderate
2024-07-02 13:37:00,5.0,Moderate
2024-07-02 13:39:00,5.0,Moderate
2024-07-02 13:40:00,5.0,Moderate
2024-07-02 13:41:00,5.0,Moderate
2024-07-02 13:42:00,5.0,Moderate
2024-07-02 13:46:00,5.0,Moderate
2024-07-02 13:47:00,5.0,Moderate
2024-07-02 13:49:00,5.0,Moderate
2024-07-02 13:50:00,5.0,Moderate
2024-07-02 13:51:00,5.0,Moderate
2024-07-02 13:55:00,5.0,Moderate
2024-07-02 13:56:00,5.0,Moderate
2024-07-02 13:58:00,5.0,Moderate
2024-07-02 14:00:00,5.0,Moderate
2024-07-02 14:02:00,5.0,Moderate
